851723	639083	311248	269753	-975052
-616451	-927324	554412	-421643	720211
-320323	-865323	-109686	461325	850582
815176	503595	-398194	-163522	-253558
-908147	65238	-136784	-662434	-938069
313598	228973	-726798	-884954	467098
-548392	625508	-291357	-597501	-78400
987245	194860	-297788	-234229	519017
759656	191070	-363402	-423711	432559
-763366	-934063	893460	-489093	-389590
-95106	722156	696435	-812761	891207
536522	-346837	-281340	59572	-41990
632283	-176100	118093	-829179	891409
303853	-133713	-143495	900621	530942
218520	-222512	675487	-744314	373873
44300	-54362	-923739	-317170	-566896
-829518	-606358	347147	854541	-120287
981543	-664297	279652	691027	634015
-107789	478508	-203272	-713254	471287
-536251	-85985	-817577	766898	-329863
739158	-215992	-138020	655446	-701770
-516807	-389384	-716929	-103054	-858565
41642	-174469	508642	625602	-807230
-238829	-470926	108865	964427	-139665
-349137	259002	-205436	-423181	-84773
-993055	-646014	-961142	-781635	826507
946996	500416	366874	928138	573109
365193	359357	974962	712322	-967470
700768	-424189	681010	-391898	515233
487796	692674	-208534	66805	-750436
-281085	-776481	950824	-767039	-591790
-347460	-78358	-189726	381893	246956
-573533	430982	-158131	-763248	171144
698075	-434862	470979	-738136	-991572
-995230	833032	83875	-862970	344497
359131	423053	-749811	142692	10194
231064	-812688	838097	-187031	-871144
-213048	22945	-308920	-920093	-580280
520821	857852	983843	-623715	456635
98490	-17731	324229	345651	-721101
988749	290264	455372	210818	-56133
-425315	377541	-165954	129701	-496358
593000	-542048	-270467	958233	636645
-331237	852377	-929366	104349	-100214
965007	255450	660912	190852	762569
-431418	-916701	-227683	-591944	472501
868668	767138	-690881	879568	-704483
-601664	-170163	681593	434110	425145
948366	-822320	-288808	505351	-819699
395581	-527704	-505143	194978	-837360
850586	-528360	-24532	823541	613549
-933540	779348	64555	-556395	209104
395941	-130266	647177	-928252	875155
-743478	-48009	-613873	211330	-792928
475485	94935	118482	-211687	910896
220368	229466	619071	-626439	936508
534634	947839	426328	-231629	601849
-784851	673725	-435988	-701514	412614
-899969	348525	343187	292447	405863
-783601	815841	-283488	911715	612150
554829	183226	-428557	87561	-629277
4881	390754	-980344	821562	879588
913212	-889412	-886327	533763	735888
749622	73808	-635442	-336161	-29606
-593134	-384934	-118900	378408	360458
-668165	200278	-760986	-556332	-525705
-446519	-703286	-612985	-927479	-174942
111624	843592	677836	165416	-990855
-795384	998896	315885	-625072	-701098
-279757	-177459	788601	384597	-332847
217830	940135	-953598	-196492	-797229
-779912	-250251	794135	-641625	-851588
-160169	-937672	917076	162183	120325
203788	-824204	-90517	820378	-99921
-733735	-217940	798071	778738	-996733
750430	995415	-494701	-302316	-213287
957889	591885	-925606	897560	924420
-75474	750310	159190	-769983	498784
145448	-459772	171051	854521	922634
-222027	-107464	-937271	-904678	642566
874405	535321	-598601	-570273	890850
-524007	412852	-652659	-5250	83818
562918	647305	-670027	926795	406895
-997366	716063	-378149	-184213	-168048
157533	-824934	103004	-527572	-528254
-209214	141304	-133541	515734	-729659
506461	-628407	347028	789051	-641496
910837	815697	-47230	528914	275221
181635	663793	807928	214438	216123
-797390	369997	-419051	166674	-77966
430846	456840	-330443	397174	-374510
421678	-573687	212350	-784608	323371
-306251	778270	191291	-890787	-677211
-536987	-463090	-769103	594156	62592
-696283	80119	-561015	737101	-228571
505443	81952	-897084	28270	-774922
167462	1372	755163	479862	219036
-928912	463833	-389786	982662	862540
-32732	853642	325144	-373285	-62282
399751	348468	-456195	874107	813843
602946	-209399	671181	31894	289656
207086	173851	402952	-964779	998815
33738	926549	-149656	578554	-615969
-401022	905861	279828	-326569	798184
550792	656732	-79141	-323465	167662
210176	-886644	211553	-79854	-507061
350555	226959	-379950	910364	-446904
-706662	-746881	49133	490457	-74805
799831	682920	-272052	-395753	385313
-636494	-114658	-962889	-616246	-267890
384587	626028	-22903	860821	-597794
-418906	-413756	885735	-139152	-892048
738305	454112	657138	475979	257589
328355	273552	192124	127187	-375269
491813	-481343	-245943	-223168	528788
-61746	-793347	-56967	657767	-739984
286754	145678	723469	-73751	442403
810334	-892478	509295	-117992	-816093
-640448	521006	-795098	769462	681647
-402204	-529587	-538073	-577468	-351056
125687	-191952	160677	302579	-813672
273509	-167680	229867	-419955	-802204
831479	75105	518435	-922960	-676019
777568	-640081	44174	873802	-523558
348290	545488	631802	-445734	-754348
318145	-15416	35917	28648	334274
18987	-623736	746970	-500365	853888
-200372	729958	-315499	963605	-116994
-355364	110856	457224	-491301	-71779
732224	-816617	-788761	725755	-407561
527162	-622536	622612	285648	763346
430898	257596	800837	-462341	264642
-535278	983495	285813	-879618	836316
82236	325571	663193	-888481	611857
823496	-207998	352439	-724831	-540260
-12085	250535	-463330	-745432	-163258
-200378	522906	693069	-64678	317743
-386272	-287071	493360	690169	387995
-559263	-484744	77742	-354229	362796
-299061	-50478	14965	-667533	895153
585278	809475	-50261	789336	-639502
188558	519520	499387	-589563	-210965
121923	743652	524980	-948455	584375
-413309	-562595	-141996	-162208	-620555
336866	863212	-735683	-847993	428560
500120	129011	283068	37474	11802
713541	241770	-74823	873241	-428147
501911	-35856	73409	771336	-496972
56088	886647	-303486	-397942	-766064
846661	-424497	-813038	896764	-813945
617040	-287934	-274930	-223443	284176
203569	249364	-35365	534765	41494
-677617	602044	676643	-173603	502753
-279306	-702549	-554900	282725	-131661
-942616	-786909	-677850	179229	-654488
1206	233803	-454390	951845	609012
-832169	39908	834190	287716	297326
-816167	-641798	865482	973464	-812443
-380107	245428	40718	-439306	-636496
-375777	219486	741152	-466998	478834
867369	948714	751158	725670	128459
350674	-810437	-554934	558941	-958921
461774	-55422	-137555	-998785	-147793
-301444	-128983	524524	-870864	-752562
40122	958778	-428630	-801876	-928164
-545577	-649651	21626	18373	612110
-513833	947131	-811517	-704285	-807556
319051	690908	-978922	165433	-803398
590991	-162553	-661224	-668420	-162198
94321	650088	452512	-31931	331243
54266	400468	-647215	286963	997606
539027	-573680	717108	-364724	-417745
132230	-379394	919162	-732019	-715431
772137	-466699	-189997	-878965	-895161
-587845	259398	-203113	-734444	-278417
-875526	561479	870 919180  617221
-161364	290657	-627044	-392353	691920
-296222	-450681	-959697	-754535	-964049
-101518	972286	973219	278155	-493302
733300	-81970	-781583	-40558	-333599
532003	195924	-765954	-334030	-345777
-152357	-438657	-982996	208033	-535056
-103166	369418	138295	305542	-969727
186825	216629	638967	402735	-31955
-309332	-186894	-264215	-999315	-454916
-204788	761965	-548557	948692	-681147
141435	166465	22696	-661296	-534328
-797073	-953009	504596	92996	-454459
561028	160385	85343	-450291	916902
171986	-464839	-68026	731375	987723
-922556	881234	-424291	-449529	361761
-822664	568163	-558681	225628	-512366
26925	858863	-403466	466298	-492506
-770130	-260017	904029	-831342	-104708
441752	71442	968787	-817826	972883
133183	957298	-312831	-563611	-972222
-785699	-965349	-34148	384661	-351770
-469628	133040	-857839	-935644	-494213
-403874	-890129	548967	561981	-485107
-675709	-397855	662250	-97764	-714582
824323	838302	855445	-924982	526787
652156	-188801	-246970	-690423	-265558
-747432	9029	46098	-85814	-22569
-453912	304258	-230848	-635289	-405146
329605	568722	427332	772213	1938
-110078	102505	-985098	-55924	353361
917147	-470398	565489	714517	-473309
590453	311373	-648647	-798550	945631
-623355	357130	-401324	286758	11868
827896	61937	825070	113114	857698
-81269	45549	-625433	609060	867482
-696802	65871	-775479	472070	-98133
-705281	-360840	471649	640356	-645784
-970626	455680	620856	939351	-711460
-728215	-146584	-89969	171020	478413
580229	-361507	502207	916693	-273489
-564154	732604	67337	205161	573808
-335177	-194279	-568808	-446195	-377092
-310587	13869	-483434	-397932	608850
-560995	644512	547445	-267140	-698961
-26815	-96843	752819	-940811	584211
-573422	-208766	-153493	40721	-977215
-470063	642257	-996284	-988409	-280647
92447	650132	243708	697878	-439172
27813	467900	-949638	-382610	-3046
595651	-813643	679762	896825	-289227
457369	105264	-689031	643162	-507966
-141988	-482589	772901	372713	-910233
268178	-869015	-993489	407639	978378
-637330	803408	-608486	160063	95143
-854703	316859	303240	902079	647012
-553620	-132635	-860895	674966	507754
-251192	413660	-342659	-170277	599695
767525	-649034	531317	-837808	-542992
-13997	978631	-666225	-914165	358868
-523265	-29762	557269	-212235	-321164
524848	-476207	-885122	-205436	-719312
-19279	-148150	-695188	892473	705077
-688544	592732	449122	46412	711545
-981860	-201337	14944	369039	460795
-442524	274801	-263718	729102	902170
-752312	-182010	757266	-212561	-563475
513852	-757704	902295	-838702	446636
-687397	-644645	628191	-627798	142727
-235594	487923	340939	743160	976877
-30465	803464	-907192	277528	-765902
-755317	593483	620350	820268	655172
950183	-553983	114893	-59962	-13641
-863983	-959033	316762	-816637	693597
-414442	-816273	-312816	988829	173095
765007	204400	-21347	147821	728383
-551657	-119950	-881718	-258935	31644
-843472	444485	-340623	-506804	-81777
-883376	806341	-554996	-681384	794116
-856968	-28145	-177832	921214	440860
-658066	170026	-9312	811181	823414
611393	-624308	-607300	-858395	-342014
-968966	-418259	152058	-881906	-273257
-41302	-79378	-542207	92780	-933432
171543	-901710	566440	-383552	380356
-955829	538986	-859905	-693844	-960927
-654455	739947	-867664	-901372	893475
63779	-39569	481056	667707	11317
584756	923448	992049	720303	-862467
551596	918195	851352	950632	-322052
896589	-134929	438854	236249	800657
-19877	76209	74921	36912	695456
564502	-643025	-526975	-382233	87082
861815	-486028	-74359	-181895	386455
980646	-858549	92665	492504	-85091
433182	-268095	554201	528929	629739
947389	-589526	774549	-486429	-395448
-82417	-839575	-745275	960089	-333568
316409	-947965	-194879	398656	-799488
172243	948787	389173	-114022	-700455
-456577	466883	67893	-737450	586408
-804560	936494	918463	216862	579944
-309540	685815	-965258	186043	73425
534725	70703	-705898	-179132	-319559
850853	-146200	-703340	-198820	-849561
708932	899021	106356	-224449	-143940
589064	45504	6516	-164231	-177622
-799038	492844	-194379	-35318	247172
888749	203546	-148649	904236	665377
99795	776350	-65304	-491408	730274
-982604	336057	767243	959400	555461
675819	69069	64500	797737	373596
569765	784306	39417	328953	-730809
-36657	-619144	-252768	-837296	786532
-636190	560685	-483635	-958138	298213
-37546	-428274	647447	-36885	990750
562442	537931	-329853	695756	-924466
677805	823120	-886722	321934	-432236
606713	-296804	-195900	-733900	-457798
599418	933397	700046	-920914	-159273
-149144	-449724	-509822	109540	-288674
-353445	-870194	-989564	435898	-334047
784138	467138	-705634	-124475	139384
693906	839462	568265	-261485	937907
867178	959631	-662336	-938818	743678
554818	-178527	372207	-757945	-465832
569737	-601575	-426502	-371219	144212
604004	-207410	-334142	-777761	-879264
-814964	984036	-107270	829446	-660121
-864358	367330	4461	41546	757667
-801991	-334910	-13045	-274501	-800496
-837252	-581738	-959337	320898	-444380
-435636	70251	-642214	-829854	-303645
-357808	44190	341408	-848416	-719481
-307257	-596166	700800	869101	-742481
867761	-540949	-252623	415958	474192
-577536	-13731	339639	896303	706262
316881	-413423	214318	302443	-984492
-102430	-870173	-116597	-105259	697158
-680744	574906	-602658	282433	-47988
-720367	260573	976158	74446	347791
459817	-25910	626047	-169049	-687113
322761	-661723	996685	-794504	-29266
-232401	605693	-796598	-326954	681435
508665	471225	288142	287289	106684
462957	895940	904856	-283420	-545813
630401	-622702	-62784	676984	-326632
566876	-288740	286638	-626183	152998
639505	-636380	-533016	163712	398591
482887	399387	-224729	-567851	466630
-582843	11957	648312	724116	972249
-160298	744296	535946	-924811	-788889
959115	41808	-569775	-665922	-845697
133701	-213629	186501	-935180	-601120
681507	-557167	-532184	568498	-821101
-299766	556504	-469020	976002	-653612
267141	364740	63067	972989	-63215
70644	234977	665981	-739457	730524
951947	384296	-491811	-480944	167815
265817	-989541	-488658	850338	-490238
-242691	-439650	331135	932250	764495
-515581	-166484	863288	-845033	124656
141930	-480439	-626317	635109	-440317
-931694	270310	81833	725532	644064
142522	421679	935991	810140	-69591
-640360	-250952	372926	-49184	325626
-975651	-450348	326432	-577171	184112
-15883	851329	725842	-226561	512135
248761	-95950	-227551	-243850	830757
693878	688811	-842783	395370	-240326
-232246	84298	-479921	173683	-626646
-569625	575096	297331	-630370	-228697
-199338	-122698	-508157	413012	-188603
-727575	740453	203536	-38990	810019
89676	49158	712309	36865	-146376
-566835	723360	-279649	-892679	-119716
-632936	115519	486449	-971730	-368839
771803	827051	243201	-571380	501770
279664	-114783	767520	824121	-305172
-854756	366163	247116	120428	-528713
926684	-360210	-15547	-346072	-697171
662005	519932	-489638	377051	424010
801361	-980871	616387	-626388	-965608
869612	603554	763580	-113551	638757
-719055	5912	462406	211084	-870723
-494000	-558103	-715009	142368	-990766
7913	-647133	4311	30992	818108
-84546	614123	887352	-314784	-336031
979813	989540	-289002	506624	-30236
-615450	-890029	696795	-470307	-660026
-886795	503700	-776352	348522	-781851
190770	-561831	-771116	-57722	-868862
590277	-948028	-684556	622293	-999813
-226292	569850	-63572	-261266	140715
-808706	390261	-508057	-837846	499402
878950	-88620	-863154	365074	-739386
498977	978771	-55151	-721362	-84885
292718	-870272	451433	-876670	-525422
149704	184738	-560660	-94028	608795
279341	104036	129433	597214	-944816
-657697	-823806	-607484	-88633	-20224
-976288	930704	125138	245824	698810
-608653	-353479	-699671	-855617	414397
177115	535453	1801	196228	650123
-771337	-913208	980103	-892872	-6099
656457	476968	566613	-747010	383132
21615	7893	441122	-12622	-266991
-563918	-405725	-123177	652392	-877784
136857	-737268	-792483	913033	-751242
-667565	-630146	-434096	453571	86100
731635	244168	565134	979609	-742571
-465970	-476565	258089	-764794	-951124
-697033	-438665	-182758	317804	918197
-95182	-48848	141356	425702	-170025
-600550	-798054	-795261	-755736	-791183
812137	-374712	530765	723008	-747670
395479	991472	-290664	380994	345009
-711477	769848	457785	-814307	232436
-381264	537902	490898	72104	294873
-234766	-478180	-954582	-962415	831295
896751	918784	-290896	-976112	974962
-271286	658190	899831	242638	-365546
-582798	192189	-105475	-463901	-648112
-683059	-121265	911385	-669278	-94467
-296071	122826	-668837	-428620	472721
-237161	-811117	397441	470067	791493
-973661	-156914	-804361	-361223	972365
-532414	-808085	932725	796111	287298
95844	989485	48757	643639	716004
852177	-543058	-126220	962569	-346279
293422	544310	816844	-821549	984238
30489	-41205	22175	-585565	280661
159454	556474	-339749	-306020	-222992
-29532	-71463	-751823	-386683	531718
-890404	65220	522579	-755012	-654855
843290	821284	-569017	-562424	920352
-266650	285035	450825	21301	-64891
-811619	-927506	965935	-245941	737819
207423	-301941	-554290	-498654	-887545
142242	453899	-673759	555877	-828689
-324627	596356	923149	840767	-980330
-614311	613925	263199	347792	-274269
452998	-231277	-927329	-430885	126121
21076	-951029	-779413	-9978	39362
-511837	792075	485812	-495912	616722
515894	386028	584782	626662	-377540
792067	-162576	908585	953241	-766446
-701153	-650144	182905	-988330	-79597
-853190	-130751	945253	-837351	551997
886199	-423444	-253293	-540106	81156
201462	-559860	-443637	-831364	238980
-382701	470013	-364021	-62847	-516690
310296	-599124	844456	-15377	569137
493456	-221214	283729	-179089	82887
-277075	-330913	-952799	-908643	-602402
-273203	-572080	-236758	-386211	191361
615745	150770	-130617	90701	888248
-240959	-261666	206074	77022	634735
-982122	944640	-548019	743404	-285196
406309	693473	-380217	-953997	64885
-679140	-551695	-781642	802438	892137
-251888	399009	-108525	539219	-501685
-11724	-446465	-792315	617138	60734
364138	142320	12267	-971089	110950
-594663	281016	-982926	-681525	270899
-279709	-406786	382959	-852802	717652
-493702	298288	884666	-357299	-802288
842002	-652691	986270	-696560	-105060
378663	36403	115125	-283448	330338
-576232	-656052	793932	744188	247302
889860	313284	-588802	-631696	218813
690092	-736794	-175981	755781	-260645
-353569	-706215	-10160	-89554	918290
474165	719230	770377	-754775	50664
297899	-183837	823185	-584975	-60804
186124	579008	969738	-503393	509216
-210678	-191156	226326	-112460	691277
302339	-509684	167721	-908443	778288
-888582	-47277	414689	178391	-684726
-99521	-410664	-988379	602180	-101203
129558	-213721	-892615	-296786	450893
538353	660876	-440324	244607	-530096
640021	-344221	273314	1004	-972248
964693	-196326	-866381	104113	-426753
51995	-858156	-181561	779079	354896
-527665	-729472	267380	-316253	826042
-411421	130613	59414	698405	-44322
-627535	454679	833673	-826296	-297202
611507	888428	553951	559663	363393
-748368	-798867	802179	-786557	783505
10940	-4247	-318074	-674544	-956187
756624	116569	137758	-928282	-975669
-291812	-301287	751689	-580828	497948
995064	-41603	833475	178639	884093
-925877	135278	-592726	556489	43938
-637760	-837520	-856722	563544	353799
926324	-65352	-633935	-603458	769972
38764	-605001	894744	249985	-614479
-74795	-655302	-168810	169043	861899
-493284	696261	700187	239854	410244
649242	-110163	503491	684710	-120989
551934	243751	-549813	-476517	547084
-207104	-630600	-117197	-301772	-200848
-703243	-348059	-147685	-15654	895692
503815	-104045	184851	-355063	805643
206874	-491161	156601	52906	-870861
-450699	377670	393237	-139208	-275592
282755	558810	932435	-443721	-653571
452825	-500378	400335	-179843	135590
501479	492433	277160	-633239	-151106
-384818	-41926	-279462	-905754	868708
-141650	165284	867966	381402	257094
429972	778458	940326	319285	999374
245354	-236872	678972	894908	-571385
-612261	456022	881498	-835861	299265
331035	714015	838238	967588	784397
887257	626844	845829	881506	-174962
-624843	639672	-338956	24013	356363
159320	421703	798369	498501	-244162
-203437	9780	-865366	-902071	-11830
-214509	885740	520138	-279643	-640393
-937344	-910283	-30181	-979988	870311
546332	-450980	413372	-357117	-668070
322883	-915245	-538766	972567	988285
-729707	-716250	488093	123439	-986556
150837	-479244	635933	818363	-288297
-55682	570781	72070	-208088	609368
278816	402694	-350357	983187	907668
-291853	-742295	722748	345457	231848
-416802	179747	30696	-359751	-437491
890668	-233615	367482	120400	719225
784873	-181443	742534	-903830	-659412
773406	723624	-891121	-748432	-216889
-477681	620870	917137	-22248	727550
-701657	381355	-224589	413757	422188
916731	255005	-259986	-446539	929256
-178648	-294479	522475	-612764	-631043
-349347	426393	-496779	471914	-647287
-758276	-544478	-902103	827322	62622
89704	-909582	-11331	536993	-415807
-212394	-680793	-704657	-642759	-404111
-291664	-780199	-459649	-726699	156699
-815772	972324	-531956	423823	-308042
474060	-927702	227638	316934	-388496
234397	-717847	94379	-688007	-745165
-607415	-752426	418657	488173	-458125
-348047	-613829	687772	-351254	53658
740467	-411824	892913	765256	-568614
336721	-288264	199391	-820459	398611
-962089	467745	140737	-533073	-432892
-803239	-319555	-8568	735095	-875731
801647	-884706	42533	30034	-14320
-853872	520534	958231	404402	-528781
725718	-783581	779057	-286380	996568
-693858	177850	804247	-207321	4819
574159	817699	-541072	-634656	-458405
-45455	313623	-506586	477344	11849
-361053	772512	-883291	845242	-116860
675238	637259	815561	-277174	161701
468838	-384608	890545	443383	617472
507285	-735564	362539	925544	-500118
-479587	641521	-599130	382735	-351430
247593	739514	843910	-382954	-259735
123846	-399229	-739917	-612397	-37423
366714	401193	813456	148743	449028
-418773	-866268	-953015	-330672	-379364
996525	126994	-243271	-862101	-577039
-927266	520232	371043	683609	350792
-102998	282150	22281	-156213	-481637
829437	-12422	-463313	112669	926337
966327	966703	-296971	-473043	-647181
420769	-719938	740804	751613	-135694
-626540	-63394	-91248	50255	-248621
938407	489453	-724677	971182	289978
165345	402539	633920	-753810	-855003
-324034	-313698	257292	-648494	-132513
597343	-876425	-627868	94454	-981638
817522	-388678	-771027	731747	865916
368305	-307067	-785792	415679	48912
995484	-285278	-581403	285208	966638
-35846	-80194	-277139	109151	645914
946693	-149158	-254719	-62453	298221
-584905	-964292	-761468	774649	62694
663176	115850	932426	764002	-863939
488976	-576785	996325	-901986	-193613
140833	578622	138508	894733	141811
-110674	-909516	21496	554234	-689894
-512318	480358	849322	-283570	591685
-229975	158835	541722	171002	-808788
494310	178780	625773	-854633	139520
-372118	763218	-662962	-470634	528006
-593060	-455804	678150	247571	-139975
-651943	618225	-996714	731529	231726
545168	-203176	664116	-309251	-757256
241261	83064	994791	-997190	266538
-471998	344697	586259	-494665	930063
966744	-11259	785292	-32900	-92370
-208592	-622189	660448	-608238	987282
995061	-879518	-252223	157529	-378292
742847	-692713	-726123	-198279	997531
-905450	615608	681696	535776	-926118
550302	-765578	269592	321244	167913
-129631	-957703	-883718	91604	-31538
54397	-962331	404166	195040	-48063
281269	-688914	659945	308205	43850
-237138	-341444	668900	605267	105176
974476	-393954	13177	757811	-685334
577 -710129 91256   668531  -520914
-135175	208429	-805581	-829624	-393132
840130	-337574	282765	476802	548516
105725	825243	688424	-264393	852087
-759135	226657	590671	-798778	-849232
-879767	2454	-246678	996688	211003
-247012	870043	-75505	40476	-312698
-490561	-104082	-719214	584207	-376576
585320	-58835	-716068	76559	-952241
-347587	418981	636332	903389	-46098
-463775	-819858	460700	499109	36390
717111	-568135	-820273	639220	253357
420668	224265	457790	-526280	-331014
483038	-728044	432119	66543	502787
119838	-317888	583203	240786	882097
150978	544118	536555	-748055	580414
915833	785702	127182	-830992	-740369
802349	451979	29489	757378	-7271
-438109	-952474	851501	-884769	-31804
-584994	-676747	913430	21487	-391180
-373122	-76357	503467	910356	355954
712911	-592077	542581	192302	-391878
-633134	-398346	791490	98351	517236
-352586	365305	418554	209504	-496578
800300	-488363	274157	817458	371159
628488	-714801	-536813	594499	-817803
-608962	999697	755666	436603	374522
900176	348250	366917	-495799	323757
524712	-557717	478618	-859559	-177593
-481362	933229	-131740	90731	-507988
-988143	-636667	822454	-787300	246898
-164905	-101956	7301	-544511	-967265
-761944	-437343	210347	-423681	456426
659773	76457	237196	86723	-361180
129452	-311615	51649	-360365	385710
671496	742475	-777210	444289	-801334
787545	320521	-435871	461017	-760628
-265162	-480275	391193	571204	767508
-30098	-886930	731251	630582	-133409
-819120	-498730	986690	23149	806612
977810	856098	-8235	-504166	-237077
550572	-485475	902765	920266	-788149
333990	-996596	-139860	-116538	-749758
-527996	-20084	623736	-418989	173182
113997	463472	345338	-185367	-710979
324188	-677758	248527	600571	684351
-277400	458122	139572	-708328	469325
883940	-336786	49823	-681959	-817002
-216744	-726714	787169	-803932	150118
399253	-51634	751071	792303	218086
737408	915071	-282442	286196	-140739
687922	-904540	330891	336632	766291
-486280	713794	959058	801217	-498661
673288	39134	-318459	-165724	-163343
-425232	-846423	865905	124077	464884
-452986	584928	-89625	545088	-553970
-691131	-162305	285659	829300	721394
-543839	-883666	94358	-545318	-319605
-864432	-1022	-582036	-884225	940103
-991387	-179160	-828258	-137582	512340
179476	310419	-743698	717273	421884
-312060	-618842	-501885	-128475	-346989
-323352	368956	-911188	755870	-805660
-681806	444811	-135124	-70472	-219550
-187557	314023	-56983	620907	149421
458731	-150709	759481	54362	-695565
-112900	221186	-999404	-441926	595146
589184	19729	-915837	787981	-356324
-377513	-482310	-575751	918520	306951
526364	608959	440971	-680802	241304
-903992	493174	404799	674576	867834
272576	592447	533521	-460691	-804557
-48274	-521568	433187	36231	-458025
145974	854367	-324202	539917	-572960
-411864	232242	930928	792217	252245
-541714	-882729	-83561	697254	-211767
-71732	-717562	-412615	75790	447675
-484447	474814	220165	-408051	-756019
-158170	430770	-842590	571857	197
-480652	842717	598059	758454	491801
133339	-446161	-430598	881970	-44077
424143	746226	160330	159422	-21623
-912209	500957	-586160	-899350	28735
615732	463402	-615760	-680016	475281
-45589	798690	527984	-824155	535186
-656113	-261001	-529451	525624	-645224
-314982	737053	469134	-277657	-360301
-423910	-392943	88499	402851	-894180
18169	-220397	-443085	-244689	728920
932750	813654	-781308	822540	-626987
144313	414979	902070	691604	522939
268394	-876744	994282	380317	186610
503075	392084	472584	706485	316775
149969	-733388	-361884	213301	-12801
-457624	814811	969278	-6224	-989054
-304149	626578	-540284	729191	206879
-702901	-531005	663105	-419377	986336
-443027	-511946	-721376	-51858	492782
569681	441336	-32748	-125175	840717
-418194	342373	982197	80888	-220633
-354343	460585	-37156	-106480	929843
-603063	-529455	295756	946729	-296497
-619651	-595628	261925	334250	419904
991415	159795	-742595	-351617	247068
-4493	-80249	-662490	832167	215483
131014	-692917	282449	-776480	836006
-83700	881240	329664	-991457	820929
192997	-393600	35136	726801	336609
-347008	-96401	-240159	28756	-716997
627575	960755	754069	671241	904325
-481744	-646112	-425618	-372819	685006
377449	-692722	-954429	409860	876245
-698231	-987391	-765808	-572720	-833680
273743	-379867	-205681	-878823	199941
781289	909891	484604	-445275	-325904
-707442	200542	865581	410241	-414049
79537	144189	634492	615278	-887822
-597612	-714468	84431	-787671	-394707
750776	803574	-576903	738578	38191
-27953	-131131	-674770	638598	369835
942341	818276	-978952	-815153	-783680
-969088	-659460	-984543	-434473	-977586
-765659	409158	-45630	-680424	-263358
900616	-927951	42490	599660	76869
285436	-426484	-504618	-122359	585250
208827	-569338	-391104	431104	894750
991269	-6931	-31864	-187316	691263
-895481	826932	-158362	333254	38878
